id	sulfur	carbon	oxygen	iron	nitrogen	S_ROC	C_ROC	N_ROC	O_ROC	Fe_ROC
GCF_000008725.1	-0.299	-0.902	0.221	0.59	1.162	0	0	0	0	0
GCF_000008765.1	0.758	5.4639999999999995	4.526	1.63	7.996	0	0	0	0	0
GCF_000008785.1	1.903	2.603	1.6019999999999999	3.931	8.382	0	0	0	0	0
GCF_000008805.1	-0.22899999999999998	2.7539999999999996	1.9080000000000001	2.748	11.315999999999999	0	0	0	0	0
GCF_000008885.1	-0.574	-1.456	1.81	1.037	2.5	0	0	0	0	0
GCF_000008925.1	-1.07	0.909	1.335	0.525	2.685	0	0	0	0	0
GCF_000008985.1	-0.067	1.455	1.186	1.6740000000000002	7.755	0	0	0	0	0
GCF_000009005.1	0.076	0.9420000000000001	2.418	2.307	8.863999999999999	0	0	0	0	0
GCF_000009025.1	5.505	11.297	1.199	1.604	8.631	0	0	0	0	0
GCF_000009045.1	1.963	1.1909999999999998	3.424	3.304	12.780999999999999	0	0	0	0	0
GCF_000009085.1	4.632	3.845	2.4819999999999998	7.555	12.182	0	0	0	0	0
GCF_000009125.1	0.752	4.0360000000000005	3.3760000000000003	4.334	15.7	0	0	0	0	0
GCF_000009145.1	-1.841	1.754	2.87	7.452999999999999	13.658	0	0	1	0	0
GCF_000009165.1	-1.2790000000000001	3.696	3.5980000000000003	7.207000000000001	15.196	0	0	0	0	0
GCF_000009185.1	0.292	6.482	3.72	3.033	13.022	0	0	0	0	0
GCF_000009205.1	1.189	7.784	0.402	1.46	6.553999999999999	0	0	0	0	0
GCF_000009225.2	-1.288	3.5	3.6439999999999997	5.435	16.418	0	0	0	0	0
GCF_000009285.1	1.67	4.553999999999999	4.402	7.985	17.063	0	0	1	0	0
GCF_000009305.1	0.941	1.876	1.665	4.08	7.912999999999999	0	0	0	0	0
GCF_000009345.1	2.1390000000000002	5.603	2.846	6.3870000000000005	15.183	0	0	0	0	0
GCF_000009365.1	2.1430000000000002	3.0239999999999996	3.863	5.385	12.258	0	0	0	0	0
GCF_000009405.1	2.342	2.443	2.47	2.265	9.693	0	0	0	0	0
GCF_000009425.1	-0.18600000000000003	1.995	1.891	0.607	3.658	0	0	0	0	0
GCF_000009485.1	-1.0490000000000002	3.7430000000000003	4.2989999999999995	4.703	16.631	0	0	0	0	0
GCF_000009545.1	-1.5019999999999998	-0.74	-0.08	0.016	1.349	0	0	0	0	0
GCF_000009605.1	2.167	3.023	2.957	0.997	7.367000000000001	0	0	0	0	0
GCF_000009625.1	-0.519	6.692	6.195	3.889	17.52	0	0	0	0	0
GCF_000009685.1	2.141	3.1489999999999996	-0.02	0.669	5.515	0	0	0	0	0
GCF_000009705.1	3.02	10.193999999999999	7.37	4.421	17.74	0	0	1	1	0
GCF_000009725.1	4.3069999999999995	8.514	7.64	4.215	15.064	0	0	0	1	0
GCF_000009745.1	0.875	2.78	3.034	9.731	12.17	0	0	0	0	0
GCF_000009765.2	-0.754	3.312	3.7239999999999998	2.596	15.968	0	0	0	0	0
GCF_000009785.1	2.523	4.787	3.193	4.021	14.323	0	0	0	0	0
GCF_000009805.1	-1.32	2.622	3.338	2.039	15.083	0	0	0	0	0
GCF_000009825.1	1.67	1.52	3.58	4.15	11.777000000000001	0	0	0	0	0
GCF_000009845.1	0.24600000000000002	-0.546	0.166	-0.035	0.35100000000000003	0	0	0	0	0
GCF_000009865.1	2.886	0.6629999999999999	2.9560000000000004	1.685	9.632	0	0	0	0	0
GCF_000009885.1	1.306	5.604	2.715	3.7960000000000003	14.719000000000001	0	0	1	0	0
GCF_000009905.1	4.06	6.013	2.9739999999999998	7.6339999999999995	12.822000000000001	0	0	0	0	0
GCF_000009925.1	0.095	4.144	0.168	5.099	7.403	0	0	0	0	0
GCF_000009945.1	-0.25	-0.7709999999999999	0.071	0.59	1.617	0	0	0	0	0
GCF_000009965.1	5.382999999999999	5.013	-0.43	0.06	6.817	1	0	0	0	0
GCF_000009985.1	5.54	9.831	5.707999999999999	10.241	16.642	0	0	0	0	0
GCF_000010005.1	1.265	3.103	0.997	0.8220000000000001	3.161	0	0	0	0	0
GCF_000010045.1	4.323	15.548	4.809	7.001	12.88	1	0	0	0	0
GCF_000010065.1	3.365	9.237	8.519	3.66	14.824000000000002	0	0	1	1	0
GCF_000010085.1	0.46399999999999997	2.898	2.415	1.919	9.606	0	0	0	0	0
GCF_000010105.1	0.6990000000000001	2.92	3.772	2.418	15.460999999999999	0	0	0	0	0
GCF_000010125.1	0.5720000000000001	2.22	2.958	1.169	7.277	0	0	0	0	0
GCF_000010145.1	0.653	0.992	1.4609999999999999	1.195	3.0410000000000004	0	0	0	0	0
GCF_000010165.1	1.962	2.858	3.818	3.802	14.668	0	0	0	0	0
GCF_000010185.1	0.644	1.25	-0.59	0.474	4.324	0	0	0	0	0
GCF_000010205.1	0.563	1.568	1.466	3.719	7.184	0	0	0	0	0
GCF_000010225.1	-1.8530000000000002	0.247	4.101	2.36	10.577	0	0	0	0	0
GCF_000010265.1	0.218	4.609	3.9210000000000003	0.9440000000000001	7.287999999999999	0	0	0	0	0
GCF_000010285.1	-0.457	0.45299999999999996	4.2010000000000005	2.653	10.675999999999998	0	0	0	0	0
GCF_000010305.1	1.425	3.411	2.134	5.524	13.517000000000001	0	0	0	0	0
GCF_000010325.1	7.824	7.374	4.17	5.877000000000001	12.363	0	0	1	0	0
GCF_000010345.1	7.093	6.46	3.3819999999999997	8.172	14.129000000000001	1	0	0	0	0
GCF_000010405.1	8.73	3.7039999999999997	3.69	7.398	13.431	0	0	0	0	0
GCF_000010425.1	0.752	0.6679999999999999	1.413	0.8009999999999999	2.946	0	0	0	0	0
GCF_000010525.1	1.433	5.513	7.307	5.078	17.214000000000002	0	0	1	0	0
GCF_000010545.1	-0.46299999999999997	3.69	3.3110000000000004	4.703	16.108	0	0	0	0	0
GCF_000010585.1	0.38799999999999996	-0.6709999999999999	2.891	4.021	9.992	0	0	0	0	0
GCF_000010605.1	-1.091	2.1069999999999998	3.41	2.221	15.464	0	0	0	0	0
GCF_000010625.1	2.479	10.191	7.188	4.042	15.395999999999999	0	0	0	0	0
GCF_000010645.1	2.515	4.773	4.404	0.738	8.648	0	0	0	0	0
GCF_000010665.1	9.805	10.297	4.561	5.569	12.95	1	0	0	0	0
GCF_000010705.1	-1.626	0.322	0.11599999999999999	0.653	1.057	0	0	0	0	0
GCF_000010725.1	0.7909999999999999	5.824	6.231	6.956	17.795	0	0	1	0	0
GCF_000010785.1	9.289	8.405	7.028	4.763999999999999	14.919	0	0	0	0	0
GCF_000010805.1	0.883	6.79	3.528	2.276	15.879000000000001	0	0	1	0	0
GCF_000010825.1	-0.494	3.2239999999999998	3.219	6.515	14.24	0	0	0	0	0
GCF_000010985.1	4.909	8.915	0.09699999999999999	6.434	11.312000000000001	0	0	0	0	0
GCF_000011025.1	0.389	0.317	2.588	0.87	7.642	0	0	0	0	0
GCF_000011045.1	-0.807	1.078	1.494	0.5710000000000001	3.228	0	0	0	0	0
GCF_000011065.1	-0.6679999999999999	6.689	1.516	5.099	9.267999999999999	0	0	0	0	0
GCF_000011085.1	2.377	6.308	3.2060000000000004	3.298	14.175	0	0	0	0	0
GCF_000011105.1	5.45	7.145	-0.35100000000000003	0.10300000000000001	5.527	1	0	0	0	0
GCF_000011145.1	1.097	2.843	3.931	3.725	12.08	0	0	0	0	0
GCF_000011185.1	4.523	4.996	-0.413	1.903	7.819	1	0	0	0	0
GCF_000011205.1	5.16	3.8369999999999997	4.1339999999999995	2.136	12.283	1	0	0	0	0
GCF_000011225.1	-0.064	-0.631	0.08800000000000001	-0.005	1.093	0	0	0	0	0
GCF_000011245.1	0.517	-0.359	4.28	3.377	10.48	0	0	0	0	0
GCF_000011305.1	-1.4069999999999998	0.307	4.303999999999999	2.36	10.002	0	0	0	0	0
GCF_000011345.1	2.906	9.745	6.819	4.378	12.682	0	0	0	1	0
GCF_000011365.1	2.082	6.805	7.335	7.935	19.282	0	0	1	0	0
GCF_000011385.1	1.936	7.709	6.421	3.303	15.95	0	0	0	0	0
GCF_000011445.1	-0.6459999999999999	-0.605	0.01	-0.035	-0.171	0	0	0	0	0
GCF_000011465.1	1.876	5.346	8.378	3.4210000000000003	10.933	0	0	0	1	0
GCF_000011485.1	2.537	3.873	7.501	3.4210000000000003	12.073	0	0	0	1	0
GCF_000011545.1	-1.236	3.795	4.313	5.82	16.291	0	0	0	0	0
GCF_000011585.1	5.454	77.375	4.981	0.496	7.9110000000000005	0	1	0	0	0
GCF_000011605.1	2.839	7.7139999999999995	4.66	4.4639999999999995	15.530999999999999	0	0	0	0	0
GCF_000011685.1	-0.5539999999999999	2.49	4.296	7.017	10.652000000000001	0	0	0	0	0
GCF_000011725.1	1.9369999999999998	2.858	1.65	4.08	8.488999999999999	0	0	0	0	0
GCF_000011745.1	2.127	2.8739999999999997	3.117	1.271	7.916	0	0	0	0	0
GCF_000011785.1	2.9530000000000003	1.1520000000000001	-0.28600000000000003	4.603	5.59	0	0	0	0	0
GCF_000011805.1	0.69	3.844	2.4930000000000003	8.231	10.979000000000001	0	0	0	0	0
GCF_000011825.1	-0.866	-0.679	0.43799999999999994	0.9520000000000001	1.432	0	0	0	0	0
GCF_000011905.1	5.547000000000001	18.381	3.9330000000000003	1.604	9.297	0	0	0	0	0
GCF_000011945.1	0.951	2.319	1.8419999999999999	3.7039999999999997	7.228	0	0	0	0	0
GCF_000011965.2	2.511	5.541	3.9019999999999997	6.209	15.56	1	0	0	0	0
GCF_000011985.1	-1.6740000000000002	1.2830000000000001	1.6969999999999998	-0.10400000000000001	1.6440000000000001	0	0	0	0	0
GCF_000012085.1	-0.764	-0.044000000000000004	0.588	0.069	0.381	0	0	0	0	0
GCF_000012145.1	-0.062	1.195	1.858	3.97	7.0889999999999995	0	0	0	0	0
GCF_000012185.1	3.138	1.162	-0.253	4.527	5.165	0	0	0	0	0
GCF_000012205.1	-0.997	4.03	4.091	2.122	15.017999999999999	0	0	0	0	0
GCF_000012225.1	-0.001	-0.462	0.166	-0.035	0.233	0	0	0	0	0
GCF_000012245.1	-1.1	4.479	4.043	2.3369999999999997	15.259	0	0	0	0	0
GCF_000012265.1	-0.361	7.035	4.544	6.91	15.359000000000002	0	0	0	0	0
GCF_000012285.1	5.223	3.265	3.498	2.734	11.849	1	0	0	0	0
GCF_000012305.1	2.963	3.5589999999999997	2.293	4.874	12.556	0	0	0	0	0
GCF_000012325.1	-1.024	2.562	2.8569999999999998	8.323	14.17	0	0	0	0	0
GCF_000012345.1	-0.07200000000000001	2.698	2.141	4.18	11.132	0	0	0	0	0
GCF_000012365.1	-1.127	3.7510000000000003	4.2330000000000005	4.577	16.665	0	0	0	0	0
GCF_000012385.1	0.17600000000000002	1.188	1.923	3.719	7.207999999999999	0	0	0	0	0
GCF_000012405.1	1.6569999999999998	2.71	4.102	2.502	14.315999999999999	0	0	0	0	0
GCF_000012425.1	3.502	10.055	6.47	10.322000000000001	17.139	0	0	0	0	0
GCF_000012445.1	0.835	3.887	4.582	5.292000000000001	16.598	0	0	0	0	0
GCF_000012465.1	2.6839999999999997	5.276	8.378	3.4210000000000003	11.138	0	0	0	1	0
GCF_000012485.1	7.257000000000001	9.74	5.098	7.09	11.880999999999998	1	0	1	0	0
GCF_000012505.1	2.637	4.644	8.274	3.282	14.097999999999999	0	0	0	1	0
GCF_000012545.1	4.69	67.195	4.072	0.743	7.224	0	1	0	0	0
GCF_000012565.1	0.5329999999999999	1.855	1.8419999999999999	3.7039999999999997	7.228	0	0	0	0	0
GCF_000012585.1	11.261	7.581	5.486000000000001	7.462999999999999	12.549000000000001	1	0	0	0	0
GCF_000012605.1	2.6069999999999998	6.495	3.6430000000000002	5.1080000000000005	13.885	1	0	0	0	0
GCF_000012625.1	2.1109999999999998	4.9030000000000005	8.669	3.497	13.325999999999999	0	0	0	1	0
GCF_000012645.1	2.347	5.529	7.441	3.4210000000000003	10.751	0	0	0	1	0
GCF_000012665.1	10.815999999999999	6.7829999999999995	4.0360000000000005	5.625	8.664	1	0	0	0	0
GCF_000012685.1	0.215	2.7710000000000004	3.319	5.346	15.919	0	0	0	0	0
GCF_000012725.1	-0.065	1.858	4.63	4.683	14.620999999999999	0	0	1	0	0
GCF_000012745.1	11.044	5.818	4.735	3.943	14.54	1	0	1	0	0
GCF_000012765.1	-0.625	-0.311	0.38299999999999995	-0.035	0.1	0	0	0	0	0
GCF_000012805.1	1.844	11.186	3.2760000000000002	8.781	15.515	0	0	1	0	0
GCF_000012825.1	0.18100000000000002	7.346	0.833	1.709	7.553999999999999	0	0	0	0	0
GCF_000012845.1	1.1840000000000002	2.904	1.27	4.936	7.854	0	0	0	0	0
GCF_000012865.1	8.537	14.03	1.4169999999999998	4.477	10.567	0	0	0	0	0
GCF_000012885.1	4.165	10.467	5.986000000000001	4.6339999999999995	13.262	1	0	0	0	0
GCF_000012925.1	4.16	9.332	4.956	9.277999999999999	15.908	0	0	0	0	0
GCF_000012945.1	-0.9890000000000001	4.724	4.3069999999999995	4.631	16.25	0	0	0	0	0
GCF_000012965.1	7.596	6.1339999999999995	3.5269999999999997	7.087999999999999	12.792	1	0	0	0	0
GCF_000012985.1	2.115	3.477	3.3080000000000003	7.007999999999999	15.052	0	0	0	0	0
GCF_000013005.1	-1.3230000000000002	3.04	3.718	5.0169999999999995	14.413	0	0	0	0	0
GCF_000013025.1	0.8590000000000001	2.43	3.6919999999999997	4.103	13.727	0	0	0	0	0
GCF_000013045.1	0.34700000000000003	1.7590000000000001	2.528	3.07	10.408	0	0	0	0	0
GCF_000013085.1	0.706	11.607000000000001	4.963	6.234	15.544	0	0	0	0	0
GCF_000013105.1	8.007	18.06	5.513999999999999	0.755	11.163	0	0	0	0	0
GCF_000013125.1	0.629	2.068	1.3130000000000002	3.4419999999999997	6.662000000000001	0	0	0	0	0
GCF_000013145.1	0.5329999999999999	1.855	1.8419999999999999	3.927	7.228	0	0	0	0	0
GCF_000013165.1	0.8690000000000001	0.64	1.2930000000000001	3.927	7.082999999999999	0	0	0	0	0
GCF_000013185.1	2.205	2.173	2.6710000000000003	0.956	7.004	0	0	0	0	0
GCF_000013205.1	3.565	8.443	7.495	3.4419999999999997	13.257	0	0	0	1	0
GCF_000013225.1	3.305	11.595999999999998	7.18	3.4419999999999997	13.65	0	0	0	1	0
GCF_000013245.1	2.287	3.3360000000000003	1.6019999999999999	4.08	8.692	0	0	0	0	0
GCF_000013325.1	-1.028	2.764	3.49	6.977	14.959000000000001	0	0	0	0	0
GCF_000013345.1	1.9380000000000002	5.752000000000001	6.356	2.77	17.635	0	0	1	0	0
GCF_000013365.1	0.511	8.953	7.657	7.785	17.241	0	0	1	0	0
GCF_000013385.1	5.303	3.128	3.0389999999999997	7.9239999999999995	15.203	0	0	0	0	0
GCF_000013405.1	5.712999999999999	8.302	0.53	5.025	7.379	0	0	0	0	0
GCF_000013445.1	5.122000000000001	73.622	4.506	1.068	9.272	0	1	0	0	0
GCF_000013565.1	0.9470000000000001	10.046	5.936	4.513999999999999	16.132	0	0	0	0	0
GCF_000013605.1	2.815	5.138999999999999	4.593999999999999	9.622	15.159	0	0	0	0	0
GCF_000013625.1	-0.28	4.11	3.0410000000000004	5.481	16.085	0	0	0	0	0
GCF_000013645.1	0.522	17.051	7.069	5.787000000000001	18.715	0	0	0	0	0
GCF_000013665.1	0.011000000000000001	2.6639999999999997	4.215	6.895	12.005999999999998	0	0	0	0	0
GCF_000013685.1	2.42	9.244	6.641	7.662999999999999	17.123	0	0	1	0	0
GCF_000013705.1	0.40399999999999997	15.535	5.5120000000000005	1.7830000000000001	15.062999999999999	0	1	0	0	0
GCF_000013725.1	4.007	77.602	4.527	3.997	10.825	0	1	0	0	0
GCF_000013745.1	0.9570000000000001	11.194	6.644	9.274	17.334	0	0	1	0	0
GCF_000013765.1	-0.713	1.2690000000000001	2.932	7.171	11.073	0	0	0	0	0
GCF_000013785.1	1.625	7.843	6.815	9.252	15.315999999999999	0	0	0	0	0
GCF_000013865.1	0.748	3.966	4.371	3.6630000000000003	16.761	0	0	0	0	0
GCF_000013885.1	1.525	1.7469999999999999	4.295	6.141	15.727	0	0	1	0	0
GCF_000013905.1	1.035	3.2880000000000003	2.371	3.944	13.002	0	0	0	0	0
GCF_000013945.1	1.2819999999999998	2.781	3.512	4.206	14.18	0	0	0	0	0
GCF_000013985.1	0.698	3.662	3.49	7.263999999999999	15.4	0	0	0	0	0
GCF_000014005.1	3.6239999999999997	5.996	3.705	6.308	15.742	0	0	0	0	0
GCF_000014025.1	4.034	6.289	2.812	7.95	13.043	0	0	0	0	0
GCF_000014045.1	3.2230000000000003	9.781	5.781000000000001	6.546	17.133	0	0	0	0	0
GCF_000014065.1	1.609	5.106	3.885	4.18	14.568	0	0	0	0	0
GCF_000014085.1	-1.0490000000000002	2.467	3.4560000000000004	4.561	15.752	0	0	0	0	0
GCF_000014125.1	1.453	2.404	0.478	0.649	4.449	0	0	0	0	0
GCF_000014145.1	0.879	3.615	3.076	6.13	14.349	0	0	0	0	0
GCF_000014165.1	1.7069999999999999	3.509	4.564	2.418	15.513	0	0	0	0	0
GCF_000014185.1	3.486	8.022	4.07	2.214	14.218	0	0	0	0	0
GCF_000014205.1	-1.619	-0.272	0.039	0.467	2.5540000000000003	0	0	0	0	0
GCF_000014225.1	-1.401	2.496	4.477	7.643	12.390999999999998	0	0	0	0	0
GCF_000014245.1	-0.172	2.5869999999999997	3.5210000000000004	3.574	14.874	0	0	0	0	0
GCF_000014265.1	3.225	12.49	7.247000000000001	4.281000000000001	16.266	0	0	1	0	0
GCF_000014285.1	1.817	16.409000000000002	3.3739999999999997	2.753	15.284	0	0	0	0	0
GCF_000014345.1	-0.009000000000000001	1.371	1.858	3.9339999999999997	6.587999999999999	0	0	0	0	0
GCF_000014385.1	-0.965	-0.14300000000000002	0.8740000000000001	0.44	2.015	0	0	0	0	0
GCF_000014405.1	-1.419	0.635	0.98	-0.43799999999999994	1.4780000000000002	0	0	0	0	0
GCF_000014425.1	-1.112	0.42700000000000005	0.8140000000000001	-0.386	1.03	0	0	0	0	0
GCF_000014445.1	-1.281	0.83	1.716	1.234	3.008	0	0	0	0	0
GCF_000014465.1	-2.127	-0.168	-0.183	-0.523	1.6680000000000001	0	0	0	0	0
GCF_000014505.1	-0.8220000000000001	0.306	0.715	-0.295	1.298	0	0	0	0	0
GCF_000014525.1	-0.807	1.7080000000000002	1.56	0.499	3.0810000000000004	0	0	0	0	0
GCF_000014565.1	1.359	3.472	3.645	2.352	15.931	0	0	0	0	0
GCF_000014585.1	2.519	4.769	8.274	4.215	13.752	0	0	0	1	0
GCF_000014665.1	2.7510000000000003	4.676	2.835	10.026	11.065999999999999	0	0	0	0	0
GCF_000014705.1	2.083	4.749	2.735	9.602	12.811	0	0	0	0	0
GCF_000014725.1	2.824	4.729	1.4880000000000002	4.513999999999999	7.7829999999999995	0	0	0	0	0
GCF_000014745.1	0.131	1.7819999999999998	3.359	4.158	14.470999999999998	0	0	0	0	0
GCF_000014765.1	-1.367	3.969	3.562	7.877999999999999	14.277000000000001	0	0	1	0	0
GCF_000014785.1	4.843	4.026	3.659	8.431000000000001	14.762	1	0	0	0	0
GCF_000014805.1	3.1919999999999997	5.3229999999999995	2.812	9.214	15.329	0	0	0	0	0
GCF_000014825.1	1.788	11.54	7.604	10.119	17.997	0	0	1	0	0
GCF_000014865.1	6.206	9.033999999999999	5.274	7.856	15.084000000000001	0	0	0	0	0
GCF_000014885.1	2.553	4.452	2.7539999999999996	9.529	13.202	0	0	0	0	0
